year,stocklong,bbmsy,ffmsy,region ,FisheryType
1982,Yelloweye rockfish Pacific Coast,1.396593674,5.5625,US West Coast,Rockfish
1983,Yelloweye rockfish Pacific Coast,1.284671533,4.3125,US West Coast,Rockfish
1984,Yelloweye rockfish Pacific Coast,1.206812652,3.8125,US West Coast,Rockfish
1985,Yelloweye rockfish Pacific Coast,1.145985401,4.6875,US West Coast,Rockfish
1986,Yelloweye rockfish Pacific Coast,1.072992701,3.3125,US West Coast,Rockfish
1987,Yelloweye rockfish Pacific Coast,1.03163017,3.9375,US West Coast,Rockfish
1988,Yelloweye rockfish Pacific Coast,0.98053528,4.5625,US West Coast,Rockfish
1989,Yelloweye rockfish Pacific Coast,0.924574209,6,US West Coast,Rockfish
1990,Yelloweye rockfish Pacific Coast,0.849148418,4.4375,US West Coast,Rockfish
1991,Yelloweye rockfish Pacific Coast,0.805352798,7.1875,US West Coast,Rockfish
1992,Yelloweye rockfish Pacific Coast,0.727493917,7.9375,US West Coast,Rockfish
1993,Yelloweye rockfish Pacific Coast,0.649635036,7.5,US West Coast,Rockfish
1994,Yelloweye rockfish Pacific Coast,0.583941606,5.75,US West Coast,Rockfish
1995,Yelloweye rockfish Pacific Coast,0.545012165,6.9375,US West Coast,Rockfish
1996,Yelloweye rockfish Pacific Coast,0.498783455,6.4375,US West Coast,Rockfish
1997,Yelloweye rockfish Pacific Coast,0.462287105,7.6875,US West Coast,Rockfish
1998,Yelloweye rockfish Pacific Coast,0.420924574,3.625,US West Coast,Rockfish
1999,Yelloweye rockfish Pacific Coast,0.413625304,5.375,US West Coast,Rockfish
2000,Yelloweye rockfish Pacific Coast,0.391727494,1.4375,US West Coast,Rockfish
2001,Yelloweye rockfish Pacific Coast,0.399026764,2,US West Coast,Rockfish
2002,Yelloweye rockfish Pacific Coast,0.403892944,0.4375,US West Coast,Rockfish
2003,Yelloweye rockfish Pacific Coast,0.418491484,0.375,US West Coast,Rockfish
2004,Yelloweye rockfish Pacific Coast,0.435523114,0.4375,US West Coast,Rockfish
2005,Yelloweye rockfish Pacific Coast,0.450121655,0.5,US West Coast,Rockfish
2006,Yelloweye rockfish Pacific Coast,0.464720195,0.4375,US West Coast,Rockfish
2007,Yelloweye rockfish Pacific Coast,0.479318735,0.6875,US West Coast,Rockfish
2008,Yelloweye rockfish Pacific Coast,0.491484185,0.4375,US West Coast,Rockfish
2009,Yelloweye rockfish Pacific Coast,0.506082725,0.3125,US West Coast,Rockfish
2010,Yelloweye rockfish Pacific Coast,0.520681265,0.3125,US West Coast,Rockfish
2011,Yelloweye rockfish Pacific Coast,0.532846715,0.3125,US West Coast,Rockfish
2012,Yelloweye rockfish Pacific Coast,0.532846715,0.3125,US West Coast,Rockfish
2013,Yelloweye rockfish Pacific Coast,0.532846715,0.3125,US West Coast,Rockfish
2014,Yelloweye rockfish Pacific Coast,0.532846715,0.3125,US West Coast,Rockfish
2015,Yelloweye rockfish Pacific Coast,0.532846715,0.3125,US West Coast,Rockfish
2016,Yelloweye rockfish Pacific Coast,0.532846715,0.3125,US West Coast,Rockfish
2017,Yelloweye rockfish Pacific Coast,0.532846715,NA,US West Coast,Rockfish
1980,Yellowtail Rockfish Eureka (S) Col,0.773782431,1.869863014,US West Coast,Rockfish
1981,Yellowtail Rockfish Eureka (S) Col,0.773782431,1.869863014,US West Coast,Rockfish
1982,Yellowtail Rockfish Eureka (S) Col,0.773782431,1.869863014,US West Coast,Rockfish
1983,Yellowtail Rockfish Eureka (S) Col,0.773782431,1.869863014,US West Coast,Rockfish
1984,Yellowtail Rockfish Eureka (S) Col,0.773782431,1.869863014,US West Coast,Rockfish
1985,Yellowtail Rockfish Eureka (S) Col,0.773782431,1.869863014,US West Coast,Rockfish
1986,Yellowtail Rockfish Eureka (S) Col,0.773782431,1.869863014,US West Coast,Rockfish
1987,Yellowtail Rockfish Eureka (S) Col,0.773782431,1.869863014,US West Coast,Rockfish
1988,Yellowtail Rockfish Eureka (S) Col,0.773782431,1.869863014,US West Coast,Rockfish
1989,Yellowtail Rockfish Eureka (S) Col,0.773782431,1.869863014,US West Coast,Rockfish
1990,Yellowtail Rockfish Eureka (S) Col,0.773782431,1.869863014,US West Coast,Rockfish
1991,Yellowtail Rockfish Eureka (S) Col,0.773782431,1.869863014,US West Coast,Rockfish
1992,Yellowtail Rockfish Eureka (S) Col,0.773782431,1.869863014,US West Coast,Rockfish
1993,Yellowtail Rockfish Eureka (S) Col,0.773782431,1.869863014,US West Coast,Rockfish
1994,Yellowtail Rockfish Eureka (S) Col,0.773782431,1.869863014,US West Coast,Rockfish
1995,Yellowtail Rockfish Eureka (S) Col,0.773782431,1.869863014,US West Coast,Rockfish
1996,Yellowtail Rockfish Eureka (S) Col,0.606736459,2.961643836,US West Coast,Rockfish
1997,Yellowtail Rockfish Eureka (S) Col,0.657715066,0.834246575,US West Coast,Rockfish
1998,Yellowtail Rockfish Eureka (S) Col,0.601274465,1.273972603,US West Coast,Rockfish
1999,Yellowtail Rockfish Eureka (S) Col,0.638598088,1.017808219,US West Coast,Rockfish
2000,Yellowtail Rockfish Eureka (S) Col,0.713245335,0.2,US West Coast,Rockfish
2001,Yellowtail Rockfish Eureka (S) Col,0.811106054,0.293150685,US West Coast,Rockfish
2002,Yellowtail Rockfish Eureka (S) Col,0.873463814,0.119178082,US West Coast,Rockfish
2003,Yellowtail Rockfish Eureka (S) Col,0.878015476,0.016438356,US West Coast,Rockfish
2004,Yellowtail Rockfish Eureka (S) Col,1.077378243,0.01369863,US West Coast,Rockfish
2005,Yellowtail Rockfish Eureka (S) Col,1,0.010958904,US West Coast,Rockfish
2006,Yellowtail Rockfish Eureka (S) Col,1,0.010958904,US West Coast,Rockfish
2007,Yellowtail Rockfish Eureka (S) Col,1,0.010958904,US West Coast,Rockfish
2008,Yellowtail Rockfish Eureka (S) Col,1,0.010958904,US West Coast,Rockfish
2009,Yellowtail Rockfish Eureka (S) Col,1,0.010958904,US West Coast,Rockfish
2010,Yellowtail Rockfish Eureka (S) Col,1,0.010958904,US West Coast,Rockfish
2011,Yellowtail Rockfish Eureka (S) Col,1,0.010958904,US West Coast,Rockfish
2012,Yellowtail Rockfish Eureka (S) Col,1,0.010958904,US West Coast,Rockfish
2013,Yellowtail Rockfish Eureka (S) Col,1,0.010958904,US West Coast,Rockfish
2014,Yellowtail Rockfish Eureka (S) Col,1,0.010958904,US West Coast,Rockfish
2015,Yellowtail Rockfish Eureka (S) Col,1,0.010958904,US West Coast,Rockfish
2016,Yellowtail Rockfish Eureka (S) Col,1,0.010958904,US West Coast,Rockfish
2017,Yellowtail Rockfish Eureka (S) Col,1,NA,US West Coast,Rockfish
1980,Yellowtail Rockfish (N),1.252465078,1.986075949,US West Coast,Rockfish
1981,Yellowtail Rockfish (N),1.252465078,1.986075949,US West Coast,Rockfish
1982,Yellowtail Rockfish (N),1.252465078,1.986075949,US West Coast,Rockfish
1983,Yellowtail Rockfish (N),1.252465078,1.986075949,US West Coast,Rockfish
1984,Yellowtail Rockfish (N),1.252465078,1.986075949,US West Coast,Rockfish
1985,Yellowtail Rockfish (N),1.252465078,1.986075949,US West Coast,Rockfish
1986,Yellowtail Rockfish (N),1.252465078,1.986075949,US West Coast,Rockfish
1987,Yellowtail Rockfish (N),1.252465078,1.986075949,US West Coast,Rockfish
1988,Yellowtail Rockfish (N),1.252465078,1.986075949,US West Coast,Rockfish
1989,Yellowtail Rockfish (N),1.252465078,1.986075949,US West Coast,Rockfish
1990,Yellowtail Rockfish (N),1.252465078,1.986075949,US West Coast,Rockfish
1991,Yellowtail Rockfish (N),1.252465078,1.986075949,US West Coast,Rockfish
1992,Yellowtail Rockfish (N),1.252465078,1.986075949,US West Coast,Rockfish
1993,Yellowtail Rockfish (N),1.252465078,1.986075949,US West Coast,Rockfish
1994,Yellowtail Rockfish (N),1.252465078,1.986075949,US West Coast,Rockfish
1995,Yellowtail Rockfish (N),1.252465078,1.986075949,US West Coast,Rockfish
1996,Yellowtail Rockfish (N),1.206039441,1.721518987,US West Coast,Rockfish
1997,Yellowtail Rockfish (N),1.22082991,0.675949367,US West Coast,Rockfish
1998,Yellowtail Rockfish (N),1.2331553,0.813924051,US West Coast,Rockfish
1999,Yellowtail Rockfish (N),1.329909614,0.937974684,US West Coast,Rockfish
2000,Yellowtail Rockfish (N),1.412284306,1.353164557,US West Coast,Rockfish
2001,Yellowtail Rockfish (N),1.39441249,0.643037975,US West Coast,Rockfish
2002,Yellowtail Rockfish (N),1.457682827,0.229113924,US West Coast,Rockfish
2003,Yellowtail Rockfish (N),1.187345933,0.044303797,US West Coast,Rockfish
2004,Yellowtail Rockfish (N),1.205423172,0.072151899,US West Coast,Rockfish
2005,Yellowtail Rockfish (N),1.208709942,0.072151899,US West Coast,Rockfish
2006,Yellowtail Rockfish (N),1.208709942,0.072151899,US West Coast,Rockfish
2007,Yellowtail Rockfish (N),1.208709942,0.072151899,US West Coast,Rockfish
2008,Yellowtail Rockfish (N),1.208709942,0.072151899,US West Coast,Rockfish
2009,Yellowtail Rockfish (N),1.208709942,0.072151899,US West Coast,Rockfish
2010,Yellowtail Rockfish (N),1.208709942,0.072151899,US West Coast,Rockfish
2011,Yellowtail Rockfish (N),1.208709942,0.072151899,US West Coast,Rockfish
2012,Yellowtail Rockfish (N),1.208709942,0.072151899,US West Coast,Rockfish
2013,Yellowtail Rockfish (N),1.208709942,0.072151899,US West Coast,Rockfish
2014,Yellowtail Rockfish (N),1.208709942,0.072151899,US West Coast,Rockfish
2015,Yellowtail Rockfish (N),1.208709942,0.072151899,US West Coast,Rockfish
2016,Yellowtail Rockfish (N),1.208709942,0.072151899,US West Coast,Rockfish
2017,Yellowtail Rockfish (N),1.208709942,NA,US West Coast,Rockfish
1980,Yellowtail Rockfish (S) Vancouver,1.50224635,0.817894737,US West Coast,Rockfish
1981,Yellowtail Rockfish (S) Vancouver,1.50224635,0.817894737,US West Coast,Rockfish
1982,Yellowtail Rockfish (S) Vancouver,1.50224635,0.817894737,US West Coast,Rockfish
1983,Yellowtail Rockfish (S) Vancouver,1.50224635,0.817894737,US West Coast,Rockfish
1984,Yellowtail Rockfish (S) Vancouver,1.50224635,0.817894737,US West Coast,Rockfish
1985,Yellowtail Rockfish (S) Vancouver,1.50224635,0.817894737,US West Coast,Rockfish
1986,Yellowtail Rockfish (S) Vancouver,1.50224635,0.817894737,US West Coast,Rockfish
1987,Yellowtail Rockfish (S) Vancouver,1.50224635,0.817894737,US West Coast,Rockfish
1988,Yellowtail Rockfish (S) Vancouver,1.50224635,0.817894737,US West Coast,Rockfish
1989,Yellowtail Rockfish (S) Vancouver,1.50224635,0.817894737,US West Coast,Rockfish
1990,Yellowtail Rockfish (S) Vancouver,1.50224635,0.817894737,US West Coast,Rockfish
1991,Yellowtail Rockfish (S) Vancouver,1.50224635,0.817894737,US West Coast,Rockfish
1992,Yellowtail Rockfish (S) Vancouver,1.50224635,0.817894737,US West Coast,Rockfish
1993,Yellowtail Rockfish (S) Vancouver,1.50224635,0.817894737,US West Coast,Rockfish
1994,Yellowtail Rockfish (S) Vancouver,1.50224635,0.817894737,US West Coast,Rockfish
1995,Yellowtail Rockfish (S) Vancouver,1.50224635,0.817894737,US West Coast,Rockfish
1996,Yellowtail Rockfish (S) Vancouver,1.473231,1.343157895,US West Coast,Rockfish
1997,Yellowtail Rockfish (S) Vancouver,1.561961812,0.414736842,US West Coast,Rockfish
1998,Yellowtail Rockfish (S) Vancouver,1.574316735,0.617894737,US West Coast,Rockfish
1999,Yellowtail Rockfish (S) Vancouver,1.699363534,0.794736842,US West Coast,Rockfish
2000,Yellowtail Rockfish (S) Vancouver,1.771995507,0.814736842,US West Coast,Rockfish
2001,Yellowtail Rockfish (S) Vancouver,1.8526769,0.630526316,US West Coast,Rockfish
2002,Yellowtail Rockfish (S) Vancouver,1.828528641,0.690526316,US West Coast,Rockfish
2003,Yellowtail Rockfish (S) Vancouver,1.612691876,0.587368421,US West Coast,Rockfish
2004,Yellowtail Rockfish (S) Vancouver,1.76918757,0.508421053,US West Coast,Rockfish
2005,Yellowtail Rockfish (S) Vancouver,1.653687757,0.529473684,US West Coast,Rockfish
2006,Yellowtail Rockfish (S) Vancouver,1.653687757,0.529473684,US West Coast,Rockfish
2007,Yellowtail Rockfish (S) Vancouver,1.653687757,0.529473684,US West Coast,Rockfish
2008,Yellowtail Rockfish (S) Vancouver,1.653687757,0.529473684,US West Coast,Rockfish
2009,Yellowtail Rockfish (S) Vancouver,1.653687757,0.529473684,US West Coast,Rockfish
2010,Yellowtail Rockfish (S) Vancouver,1.653687757,0.529473684,US West Coast,Rockfish
2011,Yellowtail Rockfish (S) Vancouver,1.653687757,0.529473684,US West Coast,Rockfish
2012,Yellowtail Rockfish (S) Vancouver,1.653687757,0.529473684,US West Coast,Rockfish
2013,Yellowtail Rockfish (S) Vancouver,1.653687757,0.529473684,US West Coast,Rockfish
2014,Yellowtail Rockfish (S) Vancouver,1.653687757,0.529473684,US West Coast,Rockfish
2015,Yellowtail Rockfish (S) Vancouver,1.653687757,0.529473684,US West Coast,Rockfish
2016,Yellowtail Rockfish (S) Vancouver,1.653687757,0.529473684,US West Coast,Rockfish
2017,Yellowtail Rockfish (S) Vancouver,1.653687757,NA,US West Coast,Rockfish
1940,BC widow rockfish ,4.058040079,0.000554717,Canada West Coast,Rockfish
1941,BC widow rockfish ,4.057745548,0.000282848,Canada West Coast,Rockfish
1942,BC widow rockfish ,4.057609626,0.004513895,Canada West Coast,Rockfish
1943,BC widow rockfish ,4.0552364,0.015385428,Canada West Coast,Rockfish
1944,BC widow rockfish ,4.044293345,0.006662143,Canada West Coast,Rockfish
1945,BC widow rockfish ,4.033455416,0.074245564,Canada West Coast,Rockfish
1946,BC widow rockfish ,3.982577967,0.036811917,Canada West Coast,Rockfish
1947,BC widow rockfish ,3.946147631,0.017746888,Canada West Coast,Rockfish
1948,BC widow rockfish ,3.913437082,0.029819743,Canada West Coast,Rockfish
1949,BC widow rockfish ,3.869054004,0.037087126,Canada West Coast,Rockfish
1950,BC widow rockfish ,3.820071645,0.072518655,Canada West Coast,Rockfish
1951,BC widow rockfish ,3.750859115,0.059725224,Canada West Coast,Rockfish
1952,BC widow rockfish ,3.694788016,0.055404612,Canada West Coast,Rockfish
1953,BC widow rockfish ,3.635482805,0.02577772,Canada West Coast,Rockfish
1954,BC widow rockfish ,3.598415834,0.036831071,Canada West Coast,Rockfish
1955,BC widow rockfish ,3.558836417,0.045295703,Canada West Coast,Rockfish
1956,BC widow rockfish ,3.514276834,0.042889157,Canada West Coast,Rockfish
1957,BC widow rockfish ,3.486971275,0.033661967,Canada West Coast,Rockfish
1958,BC widow rockfish ,3.466461155,0.036504998,Canada West Coast,Rockfish
1959,BC widow rockfish ,3.448642089,0.056243235,Canada West Coast,Rockfish
1960,BC widow rockfish ,3.433484808,0.04987138,Canada West Coast,Rockfish
1961,BC widow rockfish ,3.444048395,0.061040515,Canada West Coast,Rockfish
1962,BC widow rockfish ,3.454380431,0.08250269,Canada West Coast,Rockfish
1963,BC widow rockfish ,3.464922463,0.057375308,Canada West Coast,Rockfish
1964,BC widow rockfish ,3.510162153,0.050806248,Canada West Coast,Rockfish
1965,BC widow rockfish ,3.572651821,0.252324246,Canada West Coast,Rockfish
1966,BC widow rockfish ,3.569550103,0.596945845,Canada West Coast,Rockfish
1967,BC widow rockfish ,3.41258205,0.371436062,Canada West Coast,Rockfish
1968,BC widow rockfish ,3.383433355,0.362230525,Canada West Coast,Rockfish
1969,BC widow rockfish ,3.37496053,0.335284146,Canada West Coast,Rockfish
1970,BC widow rockfish ,3.38639927,0.207612537,Canada West Coast,Rockfish
1971,BC widow rockfish ,3.429722472,0.163758545,Canada West Coast,Rockfish
1972,BC widow rockfish ,3.471467212,0.227287002,Canada West Coast,Rockfish
1973,BC widow rockfish ,3.45070309,0.328526141,Canada West Coast,Rockfish
1974,BC widow rockfish ,3.357056191,0.47275496,Canada West Coast,Rockfish
1975,BC widow rockfish ,3.204384797,0.245313024,Canada West Coast,Rockfish
1976,BC widow rockfish ,3.169469611,0.158598017,Canada West Coast,Rockfish
1977,BC widow rockfish ,3.174665847,0.134882654,Canada West Coast,Rockfish
1978,BC widow rockfish ,3.186738879,0.159351024,Canada West Coast,Rockfish
1979,BC widow rockfish ,3.182465397,0.110767792,Canada West Coast,Rockfish
1980,BC widow rockfish ,3.170095102,0.093002998,Canada West Coast,Rockfish
1981,BC widow rockfish ,3.124984137,0.091070056,Canada West Coast,Rockfish
1982,BC widow rockfish ,3.050982174,0.093945966,Canada West Coast,Rockfish
1983,BC widow rockfish ,2.952694754,0.138821267,Canada West Coast,Rockfish
1984,BC widow rockfish ,2.835443488,0.164708947,Canada West Coast,Rockfish
1985,BC widow rockfish ,2.72313377,0.271808758,Canada West Coast,Rockfish
1986,BC widow rockfish ,2.588334771,0.520767981,Canada West Coast,Rockfish
1987,BC widow rockfish ,2.396391188,0.614714859,Canada West Coast,Rockfish
1988,BC widow rockfish ,2.216259744,0.600037192,Canada West Coast,Rockfish
1989,BC widow rockfish ,2.102546951,0.567890641,Canada West Coast,Rockfish
1990,BC widow rockfish ,2.033583832,0.723915335,Canada West Coast,Rockfish
1991,BC widow rockfish ,1.952903331,0.726405895,Canada West Coast,Rockfish
1992,BC widow rockfish ,1.883886664,1.084017333,Canada West Coast,Rockfish
1993,BC widow rockfish ,1.716726599,0.929380257,Canada West Coast,Rockfish
1994,BC widow rockfish ,1.594922058,0.906851624,Canada West Coast,Rockfish
1995,BC widow rockfish ,1.523785475,0.905804918,Canada West Coast,Rockfish
1996,BC widow rockfish ,1.456839943,0.782264555,Canada West Coast,Rockfish
1997,BC widow rockfish ,1.44281971,0.56061671,Canada West Coast,Rockfish
1998,BC widow rockfish ,1.49762238,0.658679394,Canada West Coast,Rockfish
1999,BC widow rockfish ,1.545409071,0.705487661,Canada West Coast,Rockfish
2000,BC widow rockfish ,1.564570506,0.6180619,Canada West Coast,Rockfish
2001,BC widow rockfish ,1.557590929,0.662317739,Canada West Coast,Rockfish
2002,BC widow rockfish ,1.503301504,0.800644486,Canada West Coast,Rockfish
2003,BC widow rockfish ,1.41051265,0.770100034,Canada West Coast,Rockfish
2004,BC widow rockfish ,1.345547101,0.52763939,Canada West Coast,Rockfish
2005,BC widow rockfish ,1.355374642,0.608062475,Canada West Coast,Rockfish
2006,BC widow rockfish ,1.373847745,0.664316525,Canada West Coast,Rockfish
2007,BC widow rockfish ,1.396562683,0.92499589,Canada West Coast,Rockfish
2008,BC widow rockfish ,1.36514778,0.682574164,Canada West Coast,Rockfish
2009,BC widow rockfish ,1.368138507,0.576549333,Canada West Coast,Rockfish
2010,BC widow rockfish ,1.36961778,0.514696403,Canada West Coast,Rockfish
2011,BC widow rockfish ,1.397477818,0.906728728,Canada West Coast,Rockfish
2012,BC widow rockfish ,1.350048244,0.685435735,Canada West Coast,Rockfish
2013,BC widow rockfish ,1.383885338,0.851320477,Canada West Coast,Rockfish
2014,BC widow rockfish ,1.390728552,0.71672563,Canada West Coast,Rockfish
2015,BC widow rockfish ,1.436959373,0.739117724,Canada West Coast,Rockfish
2016,BC widow rockfish ,1.473518436,0.690671614,Canada West Coast,Rockfish
2017,BC widow rockfish ,1.502472037,0.713879721,Canada West Coast,Rockfish
2018,BC widow rockfish ,1.507785252,0.658203164,Canada West Coast,Rockfish
2019,BC widow rockfish ,1.50821466,NA,Canada West Coast,Rockfish
1940,ocean perch (queen charlotte sound),3.71941855,0.002127197,Canada West Coast,Rockfish
1941,ocean perch (queen charlotte sound),3.718793682,0.001227015,Canada West Coast,Rockfish
1942,ocean perch (queen charlotte sound),3.718447921,0.014017009,Canada West Coast,Rockfish
1943,ocean perch (queen charlotte sound),3.714367581,0.042325321,Canada West Coast,Rockfish
1944,ocean perch (queen charlotte sound),3.702378816,0.019461286,Canada West Coast,Rockfish
1945,ocean perch (queen charlotte sound),3.696552547,0.166864077,Canada West Coast,Rockfish
1946,ocean perch (queen charlotte sound),3.641011985,0.09286111,Canada West Coast,Rockfish
1947,ocean perch (queen charlotte sound),3.607757155,0.048752365,Canada West Coast,Rockfish
1948,ocean perch (queen charlotte sound),3.582266772,0.07754336,Canada West Coast,Rockfish
1949,ocean perch (queen charlotte sound),3.553102146,0.094590248,Canada West Coast,Rockfish
1950,ocean perch (queen charlotte sound),3.517057188,0.090407642,Canada West Coast,Rockfish
1951,ocean perch (queen charlotte sound),3.483423603,0.099133984,Canada West Coast,Rockfish
1952,ocean perch (queen charlotte sound),3.454728993,0.087657998,Canada West Coast,Rockfish
1953,ocean perch (queen charlotte sound),3.411228813,0.069823911,Canada West Coast,Rockfish
1954,ocean perch (queen charlotte sound),3.381060851,0.222581843,Canada West Coast,Rockfish
1955,ocean perch (queen charlotte sound),3.312732686,0.052927222,Canada West Coast,Rockfish
1956,ocean perch (queen charlotte sound),3.293469157,0.125303659,Canada West Coast,Rockfish
1957,ocean perch (queen charlotte sound),3.26681537,0.095780404,Canada West Coast,Rockfish
1958,ocean perch (queen charlotte sound),3.279251104,0.085100999,Canada West Coast,Rockfish
1959,ocean perch (queen charlotte sound),3.354048469,0.167494588,Canada West Coast,Rockfish
1960,ocean perch (queen charlotte sound),3.471962852,0.141344778,Canada West Coast,Rockfish
1961,ocean perch (queen charlotte sound),3.647995932,0.084551023,Canada West Coast,Rockfish
1962,ocean perch (queen charlotte sound),3.848757664,0.125104666,Canada West Coast,Rockfish
1963,ocean perch (queen charlotte sound),4.048740556,0.24423647,Canada West Coast,Rockfish
1964,ocean perch (queen charlotte sound),4.164292262,0.231691711,Canada West Coast,Rockfish
1965,ocean perch (queen charlotte sound),4.262517727,0.536024001,Canada West Coast,Rockfish
1966,ocean perch (queen charlotte sound),4.177922237,1.548529214,Canada West Coast,Rockfish
1967,ocean perch (queen charlotte sound),3.691361033,1.413147072,Canada West Coast,Rockfish
1968,ocean perch (queen charlotte sound),3.278820695,1.176101634,Canada West Coast,Rockfish
1969,ocean perch (queen charlotte sound),2.980069476,0.990745536,Canada West Coast,Rockfish
1970,ocean perch (queen charlotte sound),2.756110097,0.846830079,Canada West Coast,Rockfish
1971,ocean perch (queen charlotte sound),2.586332834,0.490158155,Canada West Coast,Rockfish
1972,ocean perch (queen charlotte sound),2.516146195,0.752416349,Canada West Coast,Rockfish
1973,ocean perch (queen charlotte sound),2.408017274,0.717831511,Canada West Coast,Rockfish
1974,ocean perch (queen charlotte sound),2.318537751,1.14560468,Canada West Coast,Rockfish
1975,ocean perch (queen charlotte sound),2.152619909,0.741301965,Canada West Coast,Rockfish
1976,ocean perch (queen charlotte sound),2.067436737,0.385093479,Canada West Coast,Rockfish
1977,ocean perch (queen charlotte sound),2.041924353,0.174357269,Canada West Coast,Rockfish
1978,ocean perch (queen charlotte sound),2.048257862,0.427210506,Canada West Coast,Rockfish
1979,ocean perch (queen charlotte sound),2.003656242,0.267994096,Canada West Coast,Rockfish
1980,ocean perch (queen charlotte sound),1.970148228,0.598758152,Canada West Coast,Rockfish
1981,ocean perch (queen charlotte sound),1.887545745,0.616055357,Canada West Coast,Rockfish
1982,ocean perch (queen charlotte sound),1.795541332,0.808533362,Canada West Coast,Rockfish
1983,ocean perch (queen charlotte sound),1.693973387,0.811514991,Canada West Coast,Rockfish
1984,ocean perch (queen charlotte sound),1.6427507,0.660267664,Canada West Coast,Rockfish
1985,ocean perch (queen charlotte sound),1.648691672,0.631699419,Canada West Coast,Rockfish
1986,ocean perch (queen charlotte sound),1.67820577,0.232311878,Canada West Coast,Rockfish
1987,ocean perch (queen charlotte sound),1.782554975,0.62509974,Canada West Coast,Rockfish
1988,ocean perch (queen charlotte sound),1.863443641,0.688529284,Canada West Coast,Rockfish
1989,ocean perch (queen charlotte sound),1.933407553,0.455533381,Canada West Coast,Rockfish
1990,ocean perch (queen charlotte sound),2.021504187,0.476014293,Canada West Coast,Rockfish
1991,ocean perch (queen charlotte sound),2.081241159,0.503175867,Canada West Coast,Rockfish
1992,ocean perch (queen charlotte sound),2.113483114,0.497454381,Canada West Coast,Rockfish
1993,ocean perch (queen charlotte sound),2.136818626,0.41170955,Canada West Coast,Rockfish
1994,ocean perch (queen charlotte sound),2.156357947,0.670555453,Canada West Coast,Rockfish
1995,ocean perch (queen charlotte sound),2.108368797,0.816132948,Canada West Coast,Rockfish
1996,ocean perch (queen charlotte sound),2.013235151,0.726609446,Canada West Coast,Rockfish
1997,ocean perch (queen charlotte sound),1.927713948,0.716612504,Canada West Coast,Rockfish
1998,ocean perch (queen charlotte sound),1.839944731,0.744706219,Canada West Coast,Rockfish
1999,ocean perch (queen charlotte sound),1.735098899,0.75649717,Canada West Coast,Rockfish
2000,ocean perch (queen charlotte sound),1.625850992,0.886744249,Canada West Coast,Rockfish
2001,ocean perch (queen charlotte sound),1.506456251,0.832675347,Canada West Coast,Rockfish
2002,ocean perch (queen charlotte sound),1.401328247,0.935441283,Canada West Coast,Rockfish
2003,ocean perch (queen charlotte sound),1.298395979,1.111642178,Canada West Coast,Rockfish
2004,ocean perch (queen charlotte sound),1.187871201,1.121143077,Canada West Coast,Rockfish
2005,ocean perch (queen charlotte sound),1.095461757,0.980076713,Canada West Coast,Rockfish
2006,ocean perch (queen charlotte sound),1.029356952,1.193903387,Canada West Coast,Rockfish
2007,ocean perch (queen charlotte sound),0.970056891,1.077266027,Canada West Coast,Rockfish
2008,ocean perch (queen charlotte sound),0.941753861,0.871045689,Canada West Coast,Rockfish
2009,ocean perch (queen charlotte sound),0.942440969,0.904274811,Canada West Coast,Rockfish
2010,ocean perch (queen charlotte sound),0.951077885,1.144338226,Canada West Coast,Rockfish
2011,ocean perch (queen charlotte sound),0.946258265,0.834213096,Canada West Coast,Rockfish
2012,ocean perch (queen charlotte sound),0.962492065,0.824609006,Canada West Coast,Rockfish
2013,ocean perch (queen charlotte sound),0.972350448,0.575626503,Canada West Coast,Rockfish
2014,ocean perch (queen charlotte sound),1.001584544,0.460642977,Canada West Coast,Rockfish
2015,ocean perch (queen charlotte sound),1.032980647,0.684041097,Canada West Coast,Rockfish
2016,ocean perch (queen charlotte sound),1.032936004,0.683509529,Canada West Coast,Rockfish
2017,ocean perch (queen charlotte sound),1.028715388,NA,Canada West Coast,Rockfish
1990,Bluefin tuna Mediterranean Sea,NA,2.16,Mediterranean-Black Sea,
1991,Bluefin tuna Mediterranean Sea,NA,2.15,Mediterranean-Black Sea,
1992,Bluefin tuna Mediterranean Sea,NA,2.74,Mediterranean-Black Sea,
1993,Bluefin tuna Mediterranean Sea,NA,3.08,Mediterranean-Black Sea,
1994,Bluefin tuna Mediterranean Sea,NA,2.46,Mediterranean-Black Sea,
1995,Bluefin tuna Mediterranean Sea,NA,2.65,Mediterranean-Black Sea,
1996,Bluefin tuna Mediterranean Sea,NA,2.8,Mediterranean-Black Sea,
1997,Bluefin tuna Mediterranean Sea,NA,2.2,Mediterranean-Black Sea,
1998,Bluefin tuna Mediterranean Sea,NA,4.51,Mediterranean-Black Sea,
1999,Bluefin tuna Mediterranean Sea,NA,3.5,Mediterranean-Black Sea,
2000,Bluefin tuna Mediterranean Sea,NA,2.33,Mediterranean-Black Sea,
2001,Bluefin tuna Mediterranean Sea,NA,2.46,Mediterranean-Black Sea,
2002,Bluefin tuna Mediterranean Sea,NA,2.93,Mediterranean-Black Sea,
2003,Bluefin tuna Mediterranean Sea,NA,1.72,Mediterranean-Black Sea,
2004,Bluefin tuna Mediterranean Sea,NA,1.76,Mediterranean-Black Sea,
2005,Bluefin tuna Mediterranean Sea,NA,2.17,Mediterranean-Black Sea,
2006,Bluefin tuna Mediterranean Sea,NA,2.04,Mediterranean-Black Sea,
